description,category
"TVS 3/4"" UNF Hexagonal Nut, Inch Series, GR5. Specification ANSI B18.2.2/BS 1083, Thread Fit ANSI B1.1/BS 1083. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS 1/2"" UNC Hexagonal Nut, Inch Series, GR5/GR8. Specification ANSI B18.2.2/BS 1083, Thread Fit ANSI B1.1/BS 1083. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Unbrako Nylock Nut (Nylon Ring Insert) ISO 7040 Grade 8. Duly white zinc plated. M6 to M30. MRP per 100 pieces, exclusive of GST.",Nuts
"TVS Cold Forged Precision Hexagonal Weld Nut, Metric Series. Thread Fit IS 4218 – Thread Tolerance to 6H. As forged and oiled finish (no surface finish). Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel Flange Nuts, M5-M12. Metric thread. Serrated flange provides locking action and distributes load. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Nuts
"TVS M8 x 1 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M16 x 2 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M24 x 2 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Unbrako Metal Insert Prevailing Torque Nut DIN 980M Grade 10. Duly white zinc plated. Metal insert locking. M6 to M24. MRP per 100 pieces, exclusive of GST.",Nuts
"TVS M36 x 4 Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Metric Series. DIN 982 specification, GR8/GR10. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Unbrako IS 6623 High Strength Structural Nut Metric. Property Class 10S. BIS certified CM/L-9700156916. M16 to M36. MRP per 100 pieces, exclusive of GST.",Nuts
"TVS M16 x 1.25 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M4 x 0.7 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M16 x 2 Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Metric Series. DIN 982 specification, GR8/GR10. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M8 x 1.25 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M12 x 1.25 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M10 x 1.25 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Unbrako All Metal Prevailing Torque Nut DIN 980V Grade 10. Duly white zinc plated. No nylon insert — suitable for high temp applications. M6 to M24. MRP per 100 pieces, exclusive of GST.",Nuts
"TVS M16 x 1.5 Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Metric Series. DIN 982 specification, GR8/GR10. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M14 x 1.5 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M10 x 1 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Stainless Steel 202 Grade Hex Nut. Available in metric (M5–M20) and BSW (1/4""–3/4"") sizes. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Nuts
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel Nylock Nuts (Nylon Insert Lock Nuts), M6-M16. Metric thread. Nylon insert prevents loosening under vibration. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Nuts
"TVS 5/16"" BSF Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Inch Series. BS 1083 P-Type specification. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"Unbrako Hex Nut Metric ISO 4032, Grade 8 and Grade 10. Conforming to IS 1364, ISO 4032. ISO Metric 6H thread. M4 to M72. MRP per 100 pieces, exclusive of GST.",Nuts
"TVS M10 x 1.5 Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Metric Series. DIN 982 specification, GR8/GR10. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS 7/8"" M85430 Hexagonal Nut, Inch Series, GR5. Specification ANSI B18.2.2/BS 1083, Thread Fit ANSI B1.1/BS 1083. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M36 x 4 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS 1/2"" BSF Forged Precision Hexagonal Sunloc (Prevailing Torque) Nut, Inch Series. BS 1083 P-Type specification. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M56 x 5.5 Hexagonal Nut, Metric Series, GR8/GR10. Specification ISO 4032/DIN 934, Thread Fit IS 4218/2001, Supply Condition IS 1367/2002. Zinc Phosphate finish. Sold per piece. MRP inclusive of 18% GST. 30% off MRP.",Nuts
"TVS M6 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M20 Socket Countersunk Head Cap Screw, Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. ISO Metric 6G thread as per IS:4218. Low & Medium Carbon Boron Steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSF/UNF 3/8"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Fine / UNF thread. Special grade alloy steel, hardness 36 HRc min. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M8 Socket Set Screw, available in Flat Point (ISO 4026), Cone Point (ISO 4027), Dog Point (ISO 4028), Plain Cup Point (ISO 4029) variants. Grade 45H, 5g6g metric thread. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M2.5, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 5 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M33 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Available in lengths above 200mm. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M8 Socket Button Head Cap Screw, Grade 8.8. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Low & Medium Carbon Boron Steel, property class 8.8 as per ISO 898-1. Tensile load 80% of specified values in ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW/BSF 3/8"" Socket Set Screw, Knurled Cup Point. BS Fine / BSW thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M18, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 28 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
M5 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"TVS UNC 5/8"" Socket Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 3/8"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
M8 Stainless Steel 202 Grade Allen Countersunk Screw (Flat Head Socket Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"Unbrako Socket Low Head Cap Screw Metric M8, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Shoulder Screw M8(M6), Property Class 12.9. Conforming to BS 4168, DIN 9841, ISO 7379. Precision ground shoulder to h8 tolerance. 8 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Countersunk Socket Head Cap Screw Metric M20, Property Class 12.9. Conforming to IS 6761, ISO 10642, DIN 7991. Fully threaded. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M10 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M10 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 7/8"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 316 Stainless Steel M20 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Superior corrosion resistance, ideal for marine, chemical, and food processing environments. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"TVS M8 Socket Set Screw, Knurled Cup Point, Grade 45H. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Conforms to ISO 4029. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 316 Stainless Steel M8 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Superior corrosion resistance, ideal for marine, chemical, and food processing environments. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"TVS M16 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M12, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 30 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 5/16"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"BSW 1/2"" Stainless Steel 202 Grade Allen Cap Screw. British Standard Whitworth thread. Sold per piece. MRP inclusive of 18% GST. 60% off MRP.",Screws
M16 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"Unbrako Button Head Socket Screw Metric M10, Property Class 12.9. Conforming to BS 4168. Large bearing surface low profile head. 6 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M5 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M16 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSF/UNF 1/2"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Fine / UNF thread. Special grade alloy steel, hardness 36 HRc min. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M6 Socket Countersunk Head Cap Screw, Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. ISO Metric 6G thread as per IS:4218. Low & Medium Carbon Boron Steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M3 Socket Countersunk Head Cap Screw, Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. ISO Metric 6G thread as per IS:4218. Low & Medium Carbon Boron Steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Socket Button Head Cap Screw, Grade 8.8. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Low & Medium Carbon Boron Steel, property class 8.8 as per ISO 898-1. Tensile load 80% of specified values in ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M3 Allen Countersunk Head Screw (Socket CSK Screw). Metric thread. Flat countersunk head with hex socket drive. Flush mount fastening for panels and machinery. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.,Screws
"TVS M3 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M8 Allen Countersunk Head Screw (Socket CSK Screw). Metric thread. Flat countersunk head with hex socket drive. Flush mount fastening for panels and machinery. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.,Screws
"Unbrako Socket Head Cap Screw Metric M3, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Durlok Anti-Vibration Screw Metric M14, Property Class 12.9. Self-locking without washer. DIN 13 6g thread. 5 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
M3 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"TVS M4 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 5/8"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS UNC 1/2"" Socket Countersunk Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, hardness 36 HRc min. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"BSW 3/16"" Stainless Steel 202 Grade Allen Cap Screw. British Standard Whitworth thread. Sold per piece. MRP inclusive of 18% GST. 60% off MRP.",Screws
"TVS M5 Socket Button Head Cap Screw, Grade 8.8. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Low & Medium Carbon Boron Steel, property class 8.8 as per ISO 898-1. Tensile load 80% of specified values in ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Durlok Anti-Vibration Screw Metric M8, Property Class 12.9. Self-locking without washer. DIN 13 6g thread. 10 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M6 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Button Head Socket Screw Metric M8, Property Class 12.9. Conforming to BS 4168. Large bearing surface low profile head. 6 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M12 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Flange Button Head Socket Screw Metric M4, Property Class 12.9. Integral flange distributes clamping load. 4 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS BSW 5/16"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW/BSF 5/16"" Socket Set Screw, Knurled Cup Point. BS Fine / BSW thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M30 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Available in lengths above 200mm. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M5 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 1/2"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Inch BSW 3/16"", Property Class 12.9. Conforming to BS 2470. High grade alloy steel. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Metric M30, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 25 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M5 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M22 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M18 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Low Head Socket Head Cap Screw, Grade 8.8. ISO Metric 6g as per IS:4218. Conforms to IS:2269, DIN 912, ISO:4762. Low & Medium Carbon Boron steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS UNC 1/2"" Socket Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M5 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Corrosion resistant, suitable for machinery, equipment, and general industrial use. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"Unbrako Socket Low Head Cap Screw Metric M10, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 10 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M36 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 316 Stainless Steel M3 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Superior corrosion resistance, ideal for marine, chemical, and food processing environments. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"Unbrako Socket Low Head Cap Screw Metric M6, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 11 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS BSF/UNF 1/4"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Fine / UNF thread. Special grade alloy steel, hardness 36 HRc min. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M12 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M12 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"BSW 1/4"" Stainless Steel 202 Grade Allen Cap Screw. British Standard Whitworth thread. Sold per piece. MRP inclusive of 18% GST. 60% off MRP.",Screws
"Unbrako Flange Button Head Socket Screw Metric M10, Property Class 12.9. Integral flange distributes clamping load. 5 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M6 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Inch BSW 3/8"", Property Class 12.9. Conforming to BS 2470. High grade alloy steel. 20 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M22 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M10 Socket Button Head Cap Screw, Grade 8.8. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Low & Medium Carbon Boron Steel, property class 8.8 as per ISO 898-1. Tensile load 80% of specified values in ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
